fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,R/W,quality
6.9,0.765,0.02,2.3,0.063,35,63,0.99750,3.57,0.78,9.9,R,5
6.9,0.765,0.18,2.4,0.243,5.5,48,0.99612,3.40,0.60,10.3,R,6
6.9,0.840,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.2,R,6
6.9,0.840,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.3,R,6
6.9,1.090,0.06,2.1,0.061,12,31,0.99480,3.51,0.43,11.4,R,4
7.0,0.220,0.30,1.8,0.065,16,20,0.99672,3.61,0.82,10.0,R,6
7.0,0.230,0.40,1.6,0.063,21,67,0.99520,3.50,0.63,11.1,R,5
7.0,0.360,0.21,2.3,0.086,20,65,0.99558,3.40,0.54,10.1,R,6
7.0,0.360,0.21,2.4,0.086,24,69,0.99556,3.40,0.53,10.1,R,6
7.0,0.380,0.49,2.5,0.097,33,85,0.99620,3.39,0.77,11.4,R,6
7.0,0.400,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,R,7
7.0,0.420,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,R,5
7.0,0.420,0.35,1.6,0.088,16,39,0.99610,3.34,0.55,9.2,R,5
7.0,0.430,0.02,1.9,0.080,15,28,0.99492,3.35,0.81,10.6,R,6
7.0,0.430,0.30,2.0,0.085,6,39,0.99346,3.33,0.46,11.9,R,6
7.0,0.430,0.30,2.0,0.085,6,39,0.99346,3.33,0.46,11.9,R,6
7.0,0.430,0.36,1.6,0.089,14,37,0.99615,3.34,0.56,9.2,R,6
7.0,0.450,0.34,2.7,0.082,16,72,0.99800,3.55,0.60,9.5,R,5
7.0,0.490,0.49,5.6,0.060,26,121,0.99740,3.34,0.76,10.5,R,5
7.0,0.500,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,R,5
7.0,0.500,0.25,2.0,0.070,3,22,0.99630,3.25,0.63,9.2,R,5
7.0,0.510,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,R,5
7.0,0.540,0.00,2.1,0.079,39,55,0.99560,3.39,0.84,11.4,R,6
7.0,0.540,0.09,2.0,0.081,10,16,0.99479,3.43,0.59,11.5,R,6
7.0,0.550,0.13,2.2,0.075,15,35,0.99590,3.36,0.59,9.7,R,6
7.0,0.560,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2,R,5
7.0,0.560,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.6,R,7
7.0,0.570,0.00,2.0,0.190,12,45,0.99676,3.31,0.60,9.4,R,6
7.0,0.570,0.02,2.0,0.072,17,26,0.99575,3.36,0.61,10.2,R,5
7.0,0.580,0.12,1.9,0.091,34,124,0.99560,3.44,0.48,10.5,R,5
7.0,0.580,0.28,4.8,0.085,12,69,0.99633,3.32,0.70,11.0,R,6
7.0,0.590,0.00,1.7,0.052,3,8,0.99600,3.41,0.47,10.3,R,5
7.0,0.600,0.12,2.2,0.083,13,28,0.99660,3.52,0.62,10.2,R,7
7.0,0.600,0.30,4.5,0.068,20,110,0.99914,3.30,1.17,10.2,R,5
7.0,0.600,0.30,4.5,0.068,20,110,0.99914,3.30,1.17,10.2,R,5
7.0,0.620,0.08,1.8,0.076,8,24,0.99780,3.48,0.53,9.0,R,5
7.0,0.620,0.10,1.4,0.071,27,63,0.99600,3.28,0.61,9.2,R,5
7.0,0.620,0.18,1.5,0.062,7,50,0.99510,3.08,0.60,9.3,R,5
7.0,0.640,0.02,2.1,0.067,9,23,0.99700,3.47,0.67,9.4,R,6
7.0,0.650,0.02,2.1,0.066,8,25,0.99720,3.47,0.67,9.5,R,6
7.0,0.650,0.02,2.1,0.066,8,25,0.99720,3.47,0.67,9.5,R,6
7.0,0.650,0.02,2.1,0.066,8,25,0.99720,3.47,0.67,9.5,R,6
7.0,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7,R,5
7.0,0.685,0.00,1.9,0.067,40,63,0.99790,3.60,0.81,9.9,R,5
7.0,0.685,0.00,1.9,0.099,9,22,0.99606,3.34,0.60,9.7,R,5
7.0,0.690,0.00,1.9,0.114,3,10,0.99636,3.35,0.60,9.7,R,6
7.0,0.690,0.07,2.5,0.091,15,21,0.99572,3.38,0.60,11.3,R,6
7.0,0.690,0.07,2.5,0.091,15,21,0.99572,3.38,0.60,11.3,R,6
7.0,0.690,0.07,2.5,0.091,15,21,0.99572,3.38,0.60,11.3,R,6
7.0,0.690,0.08,1.8,0.097,22,89,0.99590,3.34,0.54,9.2,R,6
7.0,0.735,0.05,2.0,0.081,13,54,0.99660,3.39,0.57,9.8,R,5
7.0,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5,R,6
7.0,0.780,0.08,2.0,0.093,10,19,0.99560,3.40,0.47,10.0,R,5
7.0,0.805,0.00,2.5,0.068,7,20,0.99690,3.48,0.56,9.6,R,5
7.0,0.975,0.04,2.0,0.087,12,67,0.99565,3.35,0.60,9.4,R,4
7.1,0.160,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4,R,6
7.1,0.220,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,R,6
7.1,0.270,0.60,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,R,6
7.1,0.310,0.30,2.2,0.053,36,127,0.99650,2.94,1.62,9.5,R,5
7.1,0.340,0.28,2.0,0.082,31,68,0.99694,3.45,0.48,9.4,R,5
7.1,0.340,0.28,2.0,0.082,31,68,0.99694,3.45,0.48,9.4,R,5
7.1,0.350,0.29,2.5,0.096,20,53,0.99620,3.42,0.65,11.0,R,6
7.1,0.360,0.30,1.6,0.080,35,70,0.99693,3.44,0.50,9.4,R,5
7.1,0.390,0.12,2.1,0.065,14,24,0.99252,3.30,0.53,13.3,R,6
7.1,0.430,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,R,5
7.1,0.430,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,R,5
7.1,0.430,0.42,5.5,0.070,29,129,0.99730,3.42,0.72,10.5,R,5
7.1,0.430,0.42,5.5,0.070,29,129,0.99730,3.42,0.72,10.5,R,5
7.1,0.430,0.42,5.5,0.071,28,128,0.99730,3.42,0.71,10.5,R,5
7.1,0.430,0.42,5.5,0.071,28,128,0.99730,3.42,0.71,10.5,R,5
7.1,0.460,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,R,5
7.1,0.460,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,R,5
7.1,0.460,0.20,1.9,0.077,28,54,0.99560,3.37,0.64,10.4,R,6
7.1,0.460,0.20,1.9,0.077,28,54,0.99560,3.37,0.64,10.4,R,6
7.1,0.470,0.00,2.2,0.067,7,14,0.99517,3.40,0.58,10.9,R,4
7.1,0.480,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,R,5
7.1,0.520,0.03,2.6,0.076,21,92,0.99745,3.50,0.60,9.8,R,5
7.1,0.530,0.07,1.7,0.071,15,24,0.99510,3.29,0.66,10.8,R,6
7.1,0.560,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3,R,5
7.1,0.590,0.00,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,R,7
7.1,0.590,0.00,2.2,0.078,26,44,0.99522,3.42,0.68,10.8,R,6
7.1,0.590,0.01,2.3,0.080,27,43,0.99550,3.42,0.58,10.7,R,6
7.1,0.590,0.01,2.3,0.080,27,43,0.99550,3.42,0.58,10.7,R,6
7.1,0.590,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,R,5
7.1,0.590,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,R,6
7.1,0.590,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,R,6
7.1,0.600,0.00,1.8,0.074,16,34,0.99720,3.47,0.70,9.9,R,6
7.1,0.600,0.00,1.8,0.074,16,34,0.99720,3.47,0.70,9.9,R,6
7.1,0.600,0.01,2.3,0.079,24,37,0.99514,3.40,0.61,10.9,R,6
7.1,0.600,0.01,2.3,0.079,24,37,0.99514,3.40,0.61,10.9,R,6
7.1,0.610,0.02,2.5,0.081,17,87,0.99745,3.48,0.60,9.7,R,6
7.1,0.620,0.06,1.3,0.070,5,12,0.99420,3.17,0.48,9.8,R,5
7.1,0.630,0.06,2.0,0.083,8,29,0.99855,3.67,0.73,9.6,R,5
7.1,0.650,0.18,1.8,0.070,13,40,0.99700,3.44,0.60,9.1,R,5
7.1,0.660,0.00,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,R,7
7.1,0.660,0.00,3.9,0.086,17,45,0.99760,3.46,0.54,9.5,R,5
7.1,0.670,0.00,2.3,0.083,18,27,0.99768,3.44,0.54,9.4,R,5
7.1,0.680,0.00,2.2,0.073,12,22,0.99690,3.48,0.50,9.3,R,5
7.1,0.680,0.00,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,R,5
7.1,0.680,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,R,5
7.1,0.685,0.35,2.0,0.088,9,92,0.99630,3.28,0.62,9.4,R,5
7.1,0.690,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8,R,5
7.1,0.690,0.08,2.1,0.063,42,52,0.99608,3.42,0.60,10.2,R,6
7.1,0.710,0.00,1.9,0.080,14,35,0.99720,3.47,0.55,9.4,R,5
7.1,0.715,0.00,2.4,0.071,21,47,0.99632,3.29,0.45,9.4,R,5
7.1,0.720,0.00,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,R,5
7.1,0.735,0.16,1.9,0.100,15,77,0.99660,3.27,0.64,9.3,R,5
7.1,0.750,0.01,2.2,0.059,11,18,0.99242,3.39,0.40,12.8,R,6
7.1,0.750,0.01,2.2,0.059,11,18,0.99242,3.39,0.40,12.8,R,6
7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.50,9.5,R,5
7.1,0.840,0.02,4.4,0.096,5,13,0.99700,3.41,0.57,11.0,R,4
7.1,0.875,0.05,5.7,0.082,3,14,0.99808,3.40,0.52,10.2,R,3
7.2,0.250,0.37,2.5,0.063,11,41,0.99439,3.52,0.80,12.4,R,7
7.2,0.330,0.33,1.7,0.061,3,13,0.99600,3.23,1.10,10.0,R,8
7.2,0.340,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,R,6
7.2,0.340,0.24,2.0,0.071,30,52,0.99576,3.44,0.58,10.1,R,5
7.2,0.340,0.32,2.5,0.090,43,113,0.99660,3.32,0.79,11.1,R,5
7.2,0.350,0.26,1.8,0.083,33,75,0.99680,3.40,0.58,9.5,R,6
7.2,0.360,0.46,2.1,0.074,24,44,0.99534,3.40,0.85,11.0,R,7
7.2,0.360,0.46,2.1,0.074,24,44,0.99534,3.40,0.85,11.0,R,7
7.2,0.360,0.46,2.1,0.074,24,44,0.99534,3.40,0.85,11.0,R,7
7.2,0.360,0.46,2.1,0.074,24,44,0.99534,3.40,0.85,11.0,R,7
7.2,0.370,0.32,2.0,0.062,15,28,0.99470,3.23,0.73,11.3,R,7
7.2,0.370,0.32,2.0,0.062,15,28,0.99470,3.23,0.73,11.3,R,7
7.2,0.380,0.30,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,R,6
7.2,0.380,0.30,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,R,6
7.2,0.380,0.31,2.0,0.056,15,29,0.99472,3.23,0.76,11.3,R,8
7.2,0.380,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,R,7
7.2,0.390,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9,R,5
7.2,0.390,0.44,2.6,0.066,22,48,0.99494,3.30,0.84,11.5,R,6
7.2,0.410,0.30,2.1,0.083,35,72,0.99700,3.44,0.52,9.4,R,5
7.2,0.410,0.30,2.1,0.083,35,72,0.99700,3.44,0.52,9.4,R,5
7.2,0.415,0.36,2.0,0.081,13,45,0.99720,3.48,0.64,9.2,R,5
7.2,0.450,0.15,2.0,0.078,10,28,0.99609,3.29,0.51,9.9,R,6
7.2,0.480,0.07,5.5,0.089,10,18,0.99684,3.37,0.68,11.2,R,7
7.2,0.490,0.18,2.7,0.069,13,34,0.99670,3.29,0.48,9.2,R,6
7.2,0.490,0.24,2.2,0.070,5,36,0.99600,3.33,0.48,9.4,R,5
7.2,0.500,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,R,6
7.2,0.520,0.07,1.4,0.074,5,20,0.99730,3.32,0.81,9.6,R,6
7.2,0.520,0.07,1.4,0.074,5,20,0.99730,3.32,0.81,9.6,R,6
7.2,0.530,0.13,2.0,0.058,18,22,0.99573,3.21,0.68,9.9,R,6
7.2,0.530,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,R,6
7.2,0.540,0.27,2.6,0.084,12,78,0.99640,3.39,0.71,11.0,R,5
7.2,0.560,0.26,2.0,0.083,13,100,0.99586,3.26,0.52,9.9,R,5
7.2,0.570,0.05,2.3,0.081,16,36,0.99564,3.38,0.60,10.3,R,6
7.2,0.570,0.05,2.3,0.081,16,36,0.99564,3.38,0.60,10.3,R,6
7.2,0.570,0.06,1.6,0.076,9,27,0.99720,3.36,0.70,9.6,R,6
7.2,0.580,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10.0,R,5
7.2,0.580,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3,R,4
7.2,0.600,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,R,5
7.2,0.600,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,R,5
7.2,0.605,0.02,1.9,0.096,10,31,0.99500,3.46,0.53,11.8,R,6
7.2,0.610,0.08,4.0,0.082,26,108,0.99641,3.25,0.51,9.4,R,5
7.2,0.620,0.01,2.3,0.065,8,46,0.99332,3.32,0.51,11.8,R,6
7.2,0.620,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,R,5
7.2,0.620,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,R,5
7.2,0.620,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,R,5
7.2,0.630,0.00,1.9,0.097,14,38,0.99675,3.37,0.58,9.0,R,6
7.2,0.630,0.00,1.9,0.097,14,38,0.99675,3.37,0.58,9.0,R,6
7.2,0.630,0.00,1.9,0.097,14,38,0.99675,3.37,0.58,9.0,R,6
7.2,0.630,0.03,2.2,0.080,17,88,0.99745,3.53,0.58,9.8,R,6
7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,R,5
7.2,0.645,0.00,1.9,0.097,15,39,0.99675,3.37,0.58,9.2,R,6
7.2,0.650,0.02,2.3,0.094,5,31,0.99930,3.67,0.80,9.7,R,5
7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,R,5
7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,R,5
7.2,0.660,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,R,5
7.2,0.660,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,R,5
7.2,0.660,0.33,2.5,0.068,34,102,0.99414,3.27,0.78,12.8,R,6
7.2,0.670,0.00,2.2,0.068,10,24,0.99560,3.42,0.72,11.1,R,6
7.2,0.695,0.13,2.0,0.076,12,20,0.99546,3.29,0.54,10.1,R,5
7.2,0.695,0.13,2.0,0.076,12,20,0.99546,3.29,0.54,10.1,R,5
7.2,0.695,0.13,2.0,0.076,12,20,0.99546,3.29,0.54,10.1,R,5
7.2,0.695,0.13,2.0,0.076,12,20,0.99546,3.29,0.54,10.1,R,5
7.2,0.725,0.05,4.7,0.086,4,11,0.99620,3.41,0.39,10.9,R,5
7.2,0.725,0.05,4.7,0.086,4,11,0.99620,3.41,0.39,10.9,R,5
7.2,0.730,0.02,2.5,0.076,16,42,0.99720,3.44,0.52,9.3,R,5
7.2,0.835,0.00,2.0,0.166,4,11,0.99608,3.39,0.52,10.0,R,5
7.2,1.000,0.00,3.0,0.102,7,16,0.99586,3.43,0.46,10.0,R,5
7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,R,6
7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,R,6
7.3,0.320,0.23,2.3,0.066,35,70,0.99588,3.43,0.62,10.1,R,5
7.3,0.330,0.47,2.1,0.077,5,11,0.99580,3.33,0.53,10.3,R,6
7.3,0.340,0.33,2.5,0.064,21,37,0.99520,3.35,0.77,12.1,R,7
7.3,0.350,0.24,2.0,0.067,28,48,0.99576,3.43,0.54,10.0,R,4
7.3,0.365,0.49,2.5,0.088,39,106,0.99660,3.36,0.78,11.0,R,5
7.3,0.365,0.49,2.5,0.088,39,106,0.99660,3.36,0.78,11.0,R,5
7.3,0.380,0.21,2.0,0.080,7,35,0.99610,3.33,0.47,9.5,R,5
7.3,0.380,0.21,2.0,0.080,7,35,0.99610,3.33,0.47,9.5,R,5
7.3,0.390,0.31,2.4,0.074,9,46,0.99620,3.41,0.54,9.4,R,6
7.3,0.400,0.30,1.7,0.080,33,79,0.99690,3.41,0.65,9.5,R,6
7.3,0.430,0.24,2.5,0.078,27,67,0.99648,3.60,0.59,11.1,R,6
7.3,0.440,0.20,1.6,0.049,24,64,0.99350,3.38,0.57,11.7,R,6
7.3,0.450,0.36,5.9,0.074,12,87,0.99780,3.33,0.83,10.5,R,5
7.3,0.450,0.36,5.9,0.074,12,87,0.99780,3.33,0.83,10.5,R,5
7.3,0.480,0.32,2.1,0.062,31,54,0.99728,3.30,0.65,10.0,R,7
7.3,0.480,0.32,2.1,0.062,31,54,0.99728,3.30,0.65,10.0,R,7
7.3,0.490,0.10,2.6,0.068,4,14,0.99562,3.30,0.47,10.5,R,5
7.3,0.510,0.18,2.1,0.070,12,28,0.99768,3.52,0.73,9.5,R,6
7.3,0.510,0.18,2.1,0.070,12,28,0.99768,3.52,0.73,9.5,R,6
7.3,0.520,0.32,2.1,0.070,51,70,0.99418,3.34,0.82,12.9,R,6
7.3,0.550,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11.0,R,7
7.3,0.550,0.03,1.6,0.072,17,42,0.99560,3.37,0.48,9.0,R,4
7.3,0.580,0.30,2.4,0.074,15,55,0.99680,3.46,0.59,10.2,R,5
7.3,0.585,0.18,2.4,0.078,15,60,0.99638,3.31,0.54,9.8,R,5
7.3,0.590,0.26,2.0,0.080,17,104,0.99584,3.28,0.52,9.9,R,5
7.3,0.590,0.26,7.2,0.070,35,121,0.99810,3.37,0.49,9.4,R,5
7.3,0.650,0.00,1.2,0.065,15,21,0.99460,3.39,0.47,10.0,R,7
7.3,0.660,0.00,2.0,0.084,6,23,0.99830,3.61,0.96,9.9,R,6
7.3,0.660,0.00,2.0,0.084,6,23,0.99830,3.61,0.96,9.9,R,6
7.3,0.670,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.1,R,6
7.3,0.670,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.1,R,6
7.3,0.670,0.05,3.6,0.107,6,20,0.99720,3.40,0.63,10.1,R,5
7.3,0.670,0.26,1.8,0.401,16,51,0.99690,3.16,1.14,9.4,R,5
7.3,0.690,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5,R,5
7.3,0.695,0.00,2.5,0.075,3,13,0.99800,3.49,0.52,9.2,R,5
7.3,0.730,0.24,1.9,0.108,18,102,0.99670,3.26,0.59,9.3,R,5
7.3,0.735,0.00,2.2,0.080,18,28,0.99765,3.41,0.60,9.4,R,5
7.3,0.740,0.08,1.7,0.094,10,45,0.99576,3.24,0.50,9.8,R,5
7.3,0.835,0.03,2.1,0.092,10,19,0.99660,3.39,0.47,9.6,R,5
7.3,0.910,0.10,1.8,0.074,20,56,0.99672,3.35,0.56,9.2,R,5
7.3,0.980,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7,R,3
7.3,1.070,0.09,1.7,0.178,10,89,0.99620,3.30,0.57,9.0,R,5
7.4,0.250,0.29,2.2,0.054,19,49,0.99666,3.40,0.76,10.9,R,7
7.4,0.290,0.38,1.7,0.062,9,30,0.99680,3.41,0.53,9.5,R,6
7.4,0.350,0.33,2.4,0.068,9,26,0.99470,3.36,0.60,11.9,R,6
7.4,0.360,0.29,2.6,0.087,26,72,0.99645,3.39,0.68,11.0,R,5
7.4,0.360,0.30,1.8,0.074,17,24,0.99419,3.24,0.70,11.4,R,8
7.4,0.360,0.34,1.8,0.075,18,38,0.99330,3.38,0.88,13.6,R,7
7.4,0.370,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,R,6
7.4,0.390,0.48,2.0,0.082,14,67,0.99720,3.34,0.55,9.2,R,5
7.4,0.410,0.24,1.8,0.066,18,47,0.99560,3.37,0.62,10.4,R,5
7.4,0.470,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5,R,5
7.4,0.490,0.19,3.0,0.077,16,37,0.99660,3.37,0.51,10.5,R,5
7.4,0.490,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12.0,R,6
7.4,0.490,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12.0,R,6
7.4,0.500,0.47,2.0,0.086,21,73,0.99700,3.36,0.57,9.1,R,5
7.4,0.520,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,R,6
7.4,0.530,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,R,5
7.4,0.530,0.26,2.0,0.101,16,72,0.99570,3.15,0.57,9.4,R,5
7.4,0.550,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,R,5
7.4,0.550,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,R,5
7.4,0.550,0.22,2.2,0.106,12,72,0.99590,3.05,0.63,9.2,R,5
7.4,0.580,0.00,2.0,0.064,7,11,0.99562,3.45,0.58,11.3,R,6
7.4,0.590,0.08,4.4,0.086,6,29,0.99740,3.38,0.50,9.0,R,4
7.4,0.600,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,R,6
7.4,0.600,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,R,6
7.4,0.600,0.26,7.3,0.070,36,121,0.99820,3.37,0.49,9.4,R,5
7.4,0.610,0.01,2.0,0.074,13,38,0.99748,3.48,0.65,9.8,R,5
7.4,0.610,0.01,2.0,0.074,13,38,0.99748,3.48,0.65,9.8,R,5
7.4,0.620,0.05,1.9,0.068,24,42,0.99610,3.42,0.57,11.5,R,6
7.4,0.630,0.07,2.4,0.090,11,37,0.99790,3.43,0.76,9.7,R,6
7.4,0.635,0.10,2.4,0.080,16,33,0.99736,3.58,0.69,10.8,R,7
7.4,0.635,0.10,2.4,0.080,16,33,0.99736,3.58,0.69,10.8,R,7
7.4,0.640,0.07,1.8,0.100,8,23,0.99610,3.30,0.58,9.6,R,5
7.4,0.640,0.07,1.8,0.100,8,23,0.99610,3.30,0.58,9.6,R,5
7.4,0.640,0.17,5.4,0.168,52,98,0.99736,3.28,0.50,9.5,R,5
7.4,0.660,0.00,1.8,0.075,13,40,0.99780,3.51,0.56,9.4,R,5
7.4,0.670,0.12,1.6,0.186,5,21,0.99600,3.39,0.54,9.5,R,5
7.4,0.680,0.16,1.8,0.078,12,39,0.99770,3.50,0.70,9.9,R,6
7.4,0.700,0.00,1.9,0.076,11,34,0.99780,3.51,0.56,9.4,R,5
7.4,0.700,0.00,1.9,0.076,11,34,0.99780,3.51,0.56,9.4,R,5
7.4,0.740,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10.0,R,5
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,R,6
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,R,6
7.4,0.965,0.00,2.2,0.088,16,32,0.99756,3.58,0.67,10.2,R,5
7.4,1.185,0.00,4.3,0.097,5,14,0.99660,3.63,0.54,10.7,R,3
7.5,0.270,0.34,2.3,0.050,4,8,0.99510,3.40,0.64,11.0,R,7
7.5,0.310,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4,R,6
7.5,0.380,0.48,2.6,0.073,22,84,0.99720,3.32,0.70,9.6,R,4
7.5,0.380,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,R,6
7.5,0.380,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,R,6
7.5,0.400,0.12,3.0,0.092,29,53,0.99670,3.37,0.70,10.3,R,6
7.5,0.400,0.18,1.6,0.079,24,58,0.99650,3.34,0.58,9.4,R,5
7.5,0.410,0.15,3.7,0.104,29,94,0.99786,3.14,0.58,9.1,R,5
7.5,0.420,0.31,1.6,0.080,15,42,0.99780,3.31,0.64,9.0,R,5
7.5,0.420,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,R,5
7.5,0.430,0.30,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,R,7
7.5,0.490,0.19,1.9,0.076,10,44,0.99570,3.39,0.54,9.7,R,5
7.5,0.490,0.20,2.6,0.332,8,14,0.99680,3.21,0.90,10.5,R,6
7.5,0.500,0.36,6.1,0.071,17,102,0.99780,3.35,0.80,10.5,R,5
7.5,0.500,0.36,6.1,0.071,17,102,0.99780,3.35,0.80,10.5,R,5
7.5,0.510,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,R,6
7.5,0.510,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,R,6
7.5,0.510,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,R,6
7.5,0.510,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,R,6
7.5,0.520,0.11,1.5,0.079,11,39,0.99680,3.42,0.58,9.6,R,5
7.5,0.520,0.16,1.9,0.085,12,35,0.99680,3.38,0.62,9.5,R,7
7.5,0.520,0.40,2.2,0.060,12,20,0.99474,3.26,0.64,11.8,R,6
7.5,0.520,0.42,2.3,0.087,8,38,0.99720,3.58,0.61,10.5,R,6
7.5,0.530,0.06,2.6,0.086,20,44,0.99650,3.38,0.59,10.7,R,6
7.5,0.550,0.24,2.0,0.078,10,28,0.99830,3.45,0.78,9.5,R,6
7.5,0.570,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,R,6
7.5,0.570,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,R,6
7.5,0.570,0.08,2.6,0.089,14,27,0.99592,3.30,0.59,10.4,R,6
7.5,0.580,0.03,4.1,0.080,27,46,0.99592,3.02,0.47,9.2,R,5
7.5,0.580,0.14,2.2,0.077,27,60,0.99630,3.28,0.59,9.8,R,5
7.5,0.580,0.20,2.0,0.073,34,44,0.99494,3.10,0.43,9.3,R,5
7.5,0.580,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6,R,6
7.5,0.590,0.22,1.8,0.082,43,60,0.99499,3.10,0.42,9.2,R,5
7.5,0.600,0.03,1.8,0.095,25,99,0.99500,3.35,0.54,10.1,R,5
7.5,0.600,0.03,1.8,0.095,25,99,0.99500,3.35,0.54,10.1,R,5
7.5,0.600,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,R,5
7.5,0.610,0.20,1.7,0.076,36,60,0.99494,3.10,0.40,9.3,R,5
7.5,0.610,0.26,1.9,0.073,24,88,0.99612,3.30,0.53,9.8,R,5
7.5,0.610,0.26,1.9,0.073,24,88,0.99612,3.30,0.53,9.8,R,5
7.5,0.630,0.12,5.1,0.111,50,110,0.99830,3.26,0.77,9.4,R,5
7.5,0.630,0.27,2.0,0.083,17,91,0.99616,3.26,0.58,9.8,R,6
7.5,0.630,0.27,2.0,0.083,17,91,0.99616,3.26,0.58,9.8,R,6
